Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.40     0.00    22447     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      0.40     0.00    22447     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base()
  0.00      0.40     0.00    22447     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      0.40     0.00    22447     0.00     0.00  std::vector<int, std::allocator<int> >::vector()
  0.00      0.40     0.00    22447     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      0.40     0.00    22447     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      0.40     0.00    12004     0.00     0.01  SampleSAT::greedyWalk()
  0.00      0.40     0.00    11675     0.00     0.00  SatProblem::getNsc1(int*, int)
  0.00      0.40     0.00    11675     0.00     0.00  SampleSAT::randomWalk()
  0.00      0.40     0.00    10000     0.00     0.00  SatProblem::cpClVector()
  0.00      0.40     0.00    10000     0.00     0.00  SatProblem::initSatCheck(int*)
  0.00      0.40     0.00    10000     0.00     0.00  SatProblem::getNumFixedAtom()
  0.00      0.40     0.00    10000     0.00     0.00  SatProblem::getNumFixedClause()
  0.00      0.40     0.00    10000     0.00     0.00  SliceSampling::sampleU()
  0.00      0.40     0.00    10000     0.00     0.00  SampleSAT::init_model()
  0.00      0.40     0.00    10000     0.00     0.01  SampleSAT::solve(SatProblem*, int*)
  0.00      0.40     0.00     1500     0.00     0.00  std::abs(double)
  0.00      0.40     0.00      200     0.00     0.00  SliceSampling::normalize(double*, int)
  0.00      0.40     0.00      124     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator()
  0.00      0.40     0.00      120     0.00     0.00  std::_List_const_iterator<int>::_List_const_iterator(std::_List_node_base const*)
  0.00      0.40     0.00      100     0.00     0.00  SatProblem::updateTheta(double*)
  0.00      0.40     0.00       64     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator()
  0.00      0.40     0.00       64     0.00     0.00  std::allocator<std::_List_node<int> >::~allocator()
  0.00      0.40     0.00       64     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl()
  0.00      0.40     0.00       64     0.00     0.00  std::_List_base<int, std::allocator<int> >::~_List_base()
  0.00      0.40     0.00       64     0.00     0.00  std::list<int, std::allocator<int> >::~list()
  0.00      0.40     0.00       60     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&)
  0.00      0.40     0.00       60     0.00     0.00  std::_List_const_iterator<int>::operator!=(std::_List_const_iterator<int> const&) const
  0.00      0.40     0.00       60     0.00     0.00  std::list<int, std::allocator<int> >::end() const
  0.00      0.40     0.00       60     0.00     0.00  std::list<int, std::allocator<int> >::begin() const
  0.00      0.40     0.00       60     0.00     0.00  std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&)
  0.00      0.40     0.00       60     0.00     0.00  std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&)
  0.00      0.40     0.00       60     0.00     0.00  std::allocator<std::_List_node<int> >::~allocator()
  0.00      0.40     0.00       60     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> > const&)
  0.00      0.40     0.00       60     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&)
  0.00      0.40     0.00       60     0.00     0.00  void std::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type)
  0.00      0.40     0.00       60     0.00     0.00  std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&)
  0.00      0.40     0.00       60     0.00     0.00  void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&)
  0.00      0.40     0.00       60     0.00     0.00  void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*)
  0.00      0.40     0.00       24     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::size() const
  0.00      0.40     0.00       20     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator()
  0.00      0.40     0.00       19     0.00     0.00  SatProblem::getNumVariables()
  0.00      0.40     0.00       16     0.00     0.00  __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::base() const
  0.00      0.40     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::max_size() const
  0.00      0.40     0.00       10     0.00     0.00  Timer::printTime(std::ostream&, double const&)
  0.00      0.40     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::__normal_iterator(std::list<int, std::allocator<int> >* const&)
  0.00      0.40     0.00        8     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() const
  0.00      0.40     0.00        8     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::max_size() const
  0.00      0.40     0.00        8     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      0.40     0.00        8     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_deallocate(std::list<int, std::allocator<int> >*, unsigned int)
  0.00      0.40     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::__uninitialized_copy<false>::uninitialized_copy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      0.40     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::uninitialized_copy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      0.40     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::__uninitialized_copy_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      0.40     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::__uninitialized_move_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      0.40     0.00        8     0.00     0.00  void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      0.40     0.00        8     0.00     0.00  void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      0.40     0.00        4     0.00     0.00  Timer::Timer()
  0.00      0.40     0.00        4     0.00     0.00  Timer::~Timer()
  0.00      0.40     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::deallocate(std::list<int, std::allocator<int> >*, unsigned int)
  0.00      0.40     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::allocate(unsigned int, void const*)
  0.00      0.40     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::new_allocator()
  0.00      0.40     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::~new_allocator()
  0.00      0.40     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&)
  0.00      0.40     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const
  0.00      0.40     0.00        4     0.00     0.00  std::allocator<std::_List_node<int> >::allocator()
  0.00      0.40     0.00        4     0.00     0.00  std::allocator<std::list<int, std::allocator<int> > >::allocator()
  0.00      0.40     0.00        4     0.00     0.00  std::allocator<std::list<int, std::allocator<int> > >::~allocator()
  0.00      0.40     0.00        4     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl()
  0.00      0.40     0.00        4     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_base()
  0.00      0.40     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_allocate(unsigned int)
  0.00      0.40     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl()
  0.00      0.40     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      0.40     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_Vector_base()
  0.00      0.40     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~_Vector_base()
  0.00      0.40     0.00        4     0.00     0.00  void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      0.40     0.00        4     0.00     0.00  std::list<int, std::allocator<int> >::list()
  0.00      0.40     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      0.40     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::end()
  0.00      0.40     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::begin()
  0.00      0.40     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      0.40     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >)
  0.00      0.40     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::vector()
  0.00      0.40     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~vector()
  0.00      0.40     0.00        4     0.00     0.00  void std::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      0.40     0.00        4     0.00     0.00  void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      0.40     0.00        4     0.00     0.00  unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  0.00      0.40     0.00        2     0.00     0.00  std::_List_iterator<int>::_List_iterator()
  0.00      0.40     0.00        1     0.00     0.00  global constructors keyed to SatProblem::SatProblem(unsigned long, bool)
  0.00      0.40     0.00        1     0.00     0.00  global constructors keyed to SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*)
  0.00      0.40     0.00        1     0.00     0.00  global constructors keyed to SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*)
  0.00      0.40     0.00        1     0.00     0.00  global constructors keyed to cnffilename
  0.00      0.40     0.00        1     0.00     0.00  printlParameters(learnparams*)
  0.00      0.40     0.00        1     0.00     0.00  printssParameters(samplesatparams*)
  0.00      0.40     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.40     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.40     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.40     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.40     0.00        1     0.00     0.01  SatProblem::parseCnfFile(char*)
  0.00      0.40     0.00        1     0.00     0.00  SatProblem::parseSliFile(char*)
  0.00      0.40     0.00        1     0.00     0.00  SatProblem::getNumClauses()
  0.00      0.40     0.00        1     0.00     0.00  SatProblem::parseProbFile(char*)
  0.00      0.40     0.00        1     0.00     0.01  SatProblem::allocate()
  0.00      0.40     0.00        1     0.00     0.00  SatProblem::SatProblem(unsigned long, bool)
  0.00      0.40     0.00        1     0.00     0.00  SatProblem::~SatProblem()
  0.00      0.40     0.00        1     0.00     0.00  SliceSampling::printUnitTime()
  0.00      0.40     0.00        1     0.00     0.00  SliceSampling::init()
  0.00      0.40     0.00        1     0.00   399.99  SliceSampling::learn(int*, char*, int)
  0.00      0.40     0.00        1     0.00    30.00  SliceSampling::readdata(char*, int)
  0.00      0.40     0.00        1     0.00     0.00  SliceSampling::calcFixed(learnparams*)
  0.00      0.40     0.00        1     0.00     0.00  SliceSampling::destlearn(int)
  0.00      0.40     0.00        1     0.00     0.00  SliceSampling::lallocate(int)
  0.00      0.40     0.00        1     0.00     0.00  SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*)
  0.00      0.40     0.00        1     0.00     0.00  SliceSampling::~SliceSampling()
  0.00      0.40     0.00        1     0.00     0.00  Random::sgenrand(unsigned long)
  0.00      0.40     0.00        1     0.00     0.00  Random::Random()
  0.00      0.40     0.00        1     0.00     0.00  SampleSAT::setWalkMax(int)
  0.00      0.40     0.00        1     0.00     0.00  SampleSAT::setNumSample(int)
  0.00      0.40     0.00        1     0.00     0.00  SampleSAT::setTemperature(double)
  0.00      0.40     0.00        1     0.00     0.00  SampleSAT::setWalkSatProb(double)
  0.00      0.40     0.00        1     0.00     0.00  SampleSAT::setRandomWalkProb(double)
  0.00      0.40     0.00        1     0.00     0.00  SampleSAT::calcAve(learnparams*)
  0.00      0.40     0.00        1     0.00     0.00  SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*)
  0.00      0.40     0.00        1     0.00     0.00  SampleSAT::~SampleSAT()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 2.50% of 0.40 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.40                 main [1]
                0.00    0.40       1/1           SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00       1/1           SatProblem::parseCnfFile(char*) [56]
                0.00    0.00       1/1           SatProblem::~SatProblem() [68]
                0.00    0.00       4/85500       Timer::time() [19]
                0.00    0.00      17/19          SatProblem::getNumVariables() [127]
                0.00    0.00       2/10          Timer::printTime(std::ostream&, double const&) [130]
                0.00    0.00       1/4           Timer::Timer() [139]
                0.00    0.00       1/1           SatProblem::SatProblem(unsigned long, bool) [174]
                0.00    0.00       1/1           SatProblem::parseProbFile(char*) [173]
                0.00    0.00       1/1           SatProblem::parseSliFile(char*) [171]
                0.00    0.00       1/1           SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*) [190]
                0.00    0.00       1/1           printssParameters(samplesatparams*) [166]
                0.00    0.00       1/1           printlParameters(learnparams*) [165]
                0.00    0.00       1/1           SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [180]
                0.00    0.00       1/1           SliceSampling::printUnitTime() [175]
                0.00    0.00       1/1           SliceSampling::calcFixed(learnparams*) [177]
                0.00    0.00       1/1           SampleSAT::calcAve(learnparams*) [189]
                0.00    0.00       1/1           SliceSampling::~SliceSampling() [181]
                0.00    0.00       1/1           SampleSAT::~SampleSAT() [191]
                0.00    0.00       1/4           Timer::~Timer() [140]
-----------------------------------------------
                0.00    0.40       1/1           main [1]
[2]    100.0    0.00    0.40       1         SliceSampling::learn(int*, char*, int) [2]
                0.06    0.31       1/1           SliceSampling::cdlearn(int) [3]
                0.00    0.03       1/1           SliceSampling::readdata(char*, int) [12]
                0.00    0.00       2/85500       Timer::time() [19]
                0.00    0.00      15/4894515     SatProblem::getTheta(int) [26]
                0.00    0.00       1/1           SliceSampling::lallocate(int) [179]
                0.00    0.00       1/10          Timer::printTime(std::ostream&, double const&) [130]
                0.00    0.00       1/1           SliceSampling::destlearn(int) [178]
-----------------------------------------------
                0.06    0.31       1/1           SliceSampling::learn(int*, char*, int) [2]
[3]     92.5    0.06    0.31       1         SliceSampling::cdlearn(int) [3]
                0.01    0.28   10000/10000       SliceSampling::sampleX() [4]
                0.01    0.00 4594500/4894515     SatProblem::getTheta(int) [26]
                0.00    0.01   10000/10000       SliceSampling::sampleU() [38]
                0.00    0.00   10000/405704      SatProblem::getGrand() [17]
                0.00    0.00     600/85500       Timer::time() [19]
                0.00    0.00 1294500/1294500     SatProblem::getRealProb(int) [80]
                0.00    0.00     200/200         SliceSampling::normalize(double*, int) [109]
                0.00    0.00     100/100         SatProblem::updateTheta(double*) [112]
                0.00    0.00       3/10          Timer::printTime(std::ostream&, double const&) [130]
-----------------------------------------------
                0.01    0.28   10000/10000       SliceSampling::cdlearn(int) [3]
[4]     71.9    0.01    0.28   10000         SliceSampling::sampleX() [4]
                0.00    0.14   10000/10000       SampleSAT::solve(SatProblem*, int*) [5]
                0.05    0.06   10000/10000       SatProblem::initParams() [7]
                0.00    0.03   22447/22447       SliceSampling::unitProc(int, int) [13]
                0.01    0.00   40000/85500       Timer::time() [19]
                0.00    0.00  150000/4894515     SatProblem::getTheta(int) [26]
                0.00    0.00   10000/10000       SatProblem::getNumFixedAtom() [106]
                0.00    0.00   10000/10000       SatProblem::getNumFixedClause() [107]
-----------------------------------------------
                0.00    0.14   10000/10000       SliceSampling::sampleX() [4]
[5]     33.9    0.00    0.14   10000         SampleSAT::solve(SatProblem*, int*) [5]
                0.00    0.13   47277/47277       SampleSAT::walk() [6]
                0.00    0.01   10000/10000       SampleSAT::init_model() [39]
                0.00    0.00   10000/10000       SatProblem::initSatCheck(int*) [49]
                0.00    0.00   10000/10000       SatProblem::cpClVector() [105]
-----------------------------------------------
                0.00    0.13   47277/47277       SampleSAT::solve(SatProblem*, int*) [5]
[6]     31.9    0.00    0.13   47277         SampleSAT::walk() [6]
                0.00    0.09   12004/12004       SampleSAT::greedyWalk() [9]
                0.00    0.02   23598/23598       SampleSAT::simAnnealing() [15]
                0.00    0.02   11675/11675       SampleSAT::randomWalk() [24]
                0.00    0.00   70956/405704      SatProblem::getGrand() [17]
                0.00    0.00   92740/151837      SatProblem::getNumSat() [96]
-----------------------------------------------
                0.05    0.06   10000/10000       SliceSampling::sampleX() [4]
[7]     26.4    0.05    0.06   10000         SatProblem::initParams() [7]
                0.01    0.02  420000/420060      std::list<int, std::allocator<int> >::push_back(int const&) [10]
                0.00    0.02  149985/149985      std::list<int, std::allocator<int> >::clear() [22]
                0.00    0.00  869985/4446935     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [16]
                0.00    0.00  300000/300000      std::list<int, std::allocator<int> >::empty() const [92]
-----------------------------------------------
