Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      1.04     0.00  6400096     0.00     0.00  std::_List_base<int, std::allocator<int> >::_M_get_Node_allocator() const
  0.00      1.04     0.00  6400096     0.00     0.00  std::allocator<int>::~allocator()
  0.00      1.04     0.00  3448764     0.00     0.00  SatProblem::getClVecSize()
  0.00      1.04     0.00  3200060     0.00     0.00  operator new(unsigned int, void*)
  0.00      1.04     0.00  3200036     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::allocate(unsigned int, void const*)
  0.00      1.04     0.00  3200036     0.00     0.00  __gnu_cxx::new_allocator<int>::destroy(int*)
  0.00      1.04     0.00  3200036     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::max_size() const
  0.00      1.04     0.00  3200036     0.00     0.00  std::list<int, std::allocator<int> >::_M_create_node(int const&)
  0.00      1.04     0.00  1866042     0.00     0.00  SatProblem::getClVec(int)
  0.00      1.04     0.00  1532784     0.00     0.00  SatProblem::getFixedClausei(int)
  0.00      1.04     0.00  1200000     0.00     0.00  std::list<int, std::allocator<int> >::empty() const
  0.00      1.04     0.00  1188318     0.00     0.00  SatProblem::getNumSat()
  0.00      1.04     0.00   799992     0.00     0.00  std::list<int, std::allocator<int> >::clear()
  0.00      1.04     0.00   673977     0.00     0.00  SatProblem::getCnjSize(int)
  0.00      1.04     0.00   386580     0.00     0.00  SatProblem::getCnf(int)
  0.00      1.04     0.00   386580     0.00     0.00  SatProblem::getCnj(int, int)
  0.00      1.04     0.00   191557     0.00     0.00  SampleSAT::simAnnealing()
  0.00      1.04     0.00   191557     0.00     0.00  SampleSAT::getTemp()
  0.00      1.04     0.00   100000     0.00     0.00  SatProblem::cpClVector()
  0.00      1.04     0.00   100000     0.00     0.00  SatProblem::initSatCheck(int*)
  0.00      1.04     0.00   100000     0.00     0.00  SampleSAT::solve(SatProblem*, int*)
  0.00      1.04     0.00    95799     0.00     0.00  SatProblem::getNsc1(int*, int)
  0.00      1.04     0.00    36000     0.00     0.00  SatProblem::getRealProb(int)
  0.00      1.04     0.00     8006     0.00     0.00  Timer::time()
  0.00      1.04     0.00     3000     0.00     0.00  SampleSAT::normalize(double*, int)
  0.00      1.04     0.00     2000     0.00     0.00  SampleSAT::modelcheck(int)
  0.00      1.04     0.00     1000     0.00     0.00  SatProblem::updateTheta(double*)
  0.00      1.04     0.00       52     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator()
  0.00      1.04     0.00       48     0.00     0.00  std::_List_const_iterator<int>::_List_const_iterator(std::_List_node_base const*)
  0.00      1.04     0.00       28     0.00     0.00  std::allocator<std::_List_node<int> >::~allocator()
  0.00      1.04     0.00       28     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl()
  0.00      1.04     0.00       28     0.00     0.00  std::_List_base<int, std::allocator<int> >::~_List_base()
  0.00      1.04     0.00       28     0.00     0.00  std::list<int, std::allocator<int> >::~list()
  0.00      1.04     0.00       24     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&)
  0.00      1.04     0.00       24     0.00     0.00  std::_List_const_iterator<int>::operator!=(std::_List_const_iterator<int> const&) const
  0.00      1.04     0.00       24     0.00     0.00  std::list<int, std::allocator<int> >::end() const
  0.00      1.04     0.00       24     0.00     0.00  std::list<int, std::allocator<int> >::begin() const
  0.00      1.04     0.00       24     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::size() const
  0.00      1.04     0.00       24     0.00     0.00  std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&)
  0.00      1.04     0.00       24     0.00     0.00  std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&)
  0.00      1.04     0.00       24     0.00     0.00  std::allocator<std::_List_node<int> >::~allocator()
  0.00      1.04     0.00       24     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> > const&)
  0.00      1.04     0.00       24     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&)
  0.00      1.04     0.00       24     0.00     0.00  void std::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type)
  0.00      1.04     0.00       24     0.00     0.00  std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&)
  0.00      1.04     0.00       24     0.00     0.00  void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&)
  0.00      1.04     0.00       24     0.00     0.00  void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*)
  0.00      1.04     0.00       20     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator()
  0.00      1.04     0.00       16     0.00     0.00  __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::base() const
  0.00      1.04     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::max_size() const
  0.00      1.04     0.00       11     0.00     0.00  SatProblem::getNumVariables()
  0.00      1.04     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::__normal_iterator(std::list<int, std::allocator<int> >* const&)
  0.00      1.04     0.00        8     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() const
  0.00      1.04     0.00        8     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::max_size() const
  0.00      1.04     0.00        8     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      1.04     0.00        8     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_deallocate(std::list<int, std::allocator<int> >*, unsigned int)
  0.00      1.04     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::__uninitialized_copy<false>::uninitialized_copy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      1.04     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::uninitialized_copy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      1.04     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::__uninitialized_copy_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      1.04     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::__uninitialized_move_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      1.04     0.00        8     0.00     0.00  void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      1.04     0.00        8     0.00     0.00  void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      1.04     0.00        6     0.00     0.00  Timer::printTime(std::ostream&, double const&)
  0.00      1.04     0.00        4     0.00     0.00  Timer::Timer()
  0.00      1.04     0.00        4     0.00     0.00  Timer::~Timer()
  0.00      1.04     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::deallocate(std::list<int, std::allocator<int> >*, unsigned int)
  0.00      1.04     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::allocate(unsigned int, void const*)
  0.00      1.04     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::new_allocator()
  0.00      1.04     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::~new_allocator()
  0.00      1.04     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&)
  0.00      1.04     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const
  0.00      1.04     0.00        4     0.00     0.00  std::allocator<std::_List_node<int> >::allocator()
  0.00      1.04     0.00        4     0.00     0.00  std::allocator<std::list<int, std::allocator<int> > >::allocator()
  0.00      1.04     0.00        4     0.00     0.00  std::allocator<std::list<int, std::allocator<int> > >::~allocator()
  0.00      1.04     0.00        4     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl()
  0.00      1.04     0.00        4     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_base()
  0.00      1.04     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_allocate(unsigned int)
  0.00      1.04     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl()
  0.00      1.04     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      1.04     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_Vector_base()
  0.00      1.04     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~_Vector_base()
  0.00      1.04     0.00        4     0.00     0.00  void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      1.04     0.00        4     0.00     0.00  std::list<int, std::allocator<int> >::list()
  0.00      1.04     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      1.04     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::end()
  0.00      1.04     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::begin()
  0.00      1.04     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      1.04     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >)
  0.00      1.04     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::vector()
  0.00      1.04     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~vector()
  0.00      1.04     0.00        4     0.00     0.00  void std::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      1.04     0.00        4     0.00     0.00  void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      1.04     0.00        4     0.00     0.00  unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  0.00      1.04     0.00        2     0.00     0.00  SatProblem::getNumClauses()
  0.00      1.04     0.00        2     0.00     0.00  std::_List_iterator<int>::_List_iterator()
  0.00      1.04     0.00        1     0.00     0.00  global constructors keyed to _ZN10SatProblemC2Emb
  0.00      1.04     0.00        1     0.00     0.00  global constructors keyed to _ZN13SliceSamplingC2EP9SampleSATP10SatProblemP11learnparams
  0.00      1.04     0.00        1     0.00     0.00  global constructors keyed to _ZN9SampleSATC2EP10SatProblemP15samplesatparamsbP11learnparams
  0.00      1.04     0.00        1     0.00     0.00  global constructors keyed to cnffilename
  0.00      1.04     0.00        1     0.00     0.00  printlParameters(learnparams*)
  0.00      1.04     0.00        1     0.00     0.00  printssParameters(samplesatparams*)
  0.00      1.04     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.04     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.04     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.04     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      1.04     0.00        1     0.00     0.01  SatProblem::parseCnfFile(char*)
  0.00      1.04     0.00        1     0.00     0.00  SatProblem::parseSliFile(char*)
  0.00      1.04     0.00        1     0.00     0.00  SatProblem::parseProbFile(char*)
  0.00      1.04     0.00        1     0.00     0.01  SatProblem::allocate()
  0.00      1.04     0.00        1     0.00     0.00  SatProblem::SatProblem(unsigned long, bool)
  0.00      1.04     0.00        1     0.00     0.00  SatProblem::~SatProblem()
  0.00      1.04     0.00        1     0.00     0.00  SliceSampling::init()
  0.00      1.04     0.00        1     0.00     0.00  SliceSampling::calcFixed(learnparams*)
  0.00      1.04     0.00        1     0.00     0.00  SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*)
  0.00      1.04     0.00        1     0.00     0.00  SliceSampling::~SliceSampling()
  0.00      1.04     0.00        1     0.00     0.00  Random::sgenrand(unsigned long)
  0.00      1.04     0.00        1     0.00     0.00  Random::Random()
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::setWalkMax(int)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::setNumSample(int)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::setTemperature(double)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::setWalkSatProb(double)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::setRandomWalkProb(double)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::calcAve(learnparams*)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::readdata(char*, int)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::destlearn(int)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::lallocate(int)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*)
  0.00      1.04     0.00        1     0.00     0.00  SampleSAT::~SampleSAT()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 0.96% of 1.04 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    1.04                 main [1]
                0.01    1.02       1/1           SampleSAT::learn(int*, char*, int, char*) [2]
                0.00    0.01       1/1           SatProblem::parseCnfFile(char*) [43]
                0.00    0.00       1/1           SatProblem::~SatProblem() [69]
                0.00    0.00       8/11          SatProblem::getNumVariables() [108]
                0.00    0.00       4/8006        Timer::time() [89]
                0.00    0.00       2/6           Timer::printTime(std::ostream&, double const&) [117]
                0.00    0.00       1/4           Timer::Timer() [118]
                0.00    0.00       1/1           SatProblem::SatProblem(unsigned long, bool) [151]
                0.00    0.00       1/1           SatProblem::parseProbFile(char*) [150]
                0.00    0.00       1/1           SatProblem::parseSliFile(char*) [149]
                0.00    0.00       1/1           SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*) [167]
                0.00    0.00       1/1           printssParameters(samplesatparams*) [144]
                0.00    0.00       1/1           printlParameters(learnparams*) [143]
                0.00    0.00       1/1           SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [154]
                0.00    0.00       1/1           SliceSampling::calcFixed(learnparams*) [153]
                0.00    0.00       1/1           SampleSAT::calcAve(learnparams*) [163]
                0.00    0.00       1/1           SliceSampling::~SliceSampling() [155]
                0.00    0.00       1/1           SampleSAT::~SampleSAT() [168]
                0.00    0.00       1/4           Timer::~Timer() [119]
-----------------------------------------------
                0.01    1.02       1/1           main [1]
[2]     99.5    0.01    1.02       1         SampleSAT::learn(int*, char*, int, char*) [2]
                0.13    0.89       1/1           SampleSAT::islearn(int, char*) [3]
                0.00    0.00       2/8006        Timer::time() [89]
                0.00    0.00       1/1           SampleSAT::lallocate(int) [166]
                0.00    0.00       1/1           SampleSAT::readdata(char*, int) [164]
                0.00    0.00       1/6           Timer::printTime(std::ostream&, double const&) [117]
                0.00    0.00       1/1           SampleSAT::destlearn(int) [165]
-----------------------------------------------
                0.13    0.89       1/1           SampleSAT::learn(int*, char*, int, char*) [2]
[3]     98.6    0.13    0.89       1         SampleSAT::islearn(int, char*) [3]
                0.00    0.87  100000/100000      SampleSAT::solve(SatProblem*, int*) [4]
                0.01    0.00 12648000/12648000     SatProblem::getTheta(int) [33]
                0.00    0.01    3000/3000        SampleSAT::normalize(double*, int) [41]
                0.00    0.00  100000/1561182     SatProblem::getGrand() [31]
                0.00    0.00   36000/36000       SatProblem::getRealProb(int) [88]
                0.00    0.00    8000/8006        Timer::time() [89]
                0.00    0.00    1000/1000        SatProblem::updateTheta(double*) [91]
                0.00    0.00       3/6           Timer::printTime(std::ostream&, double const&) [117]
-----------------------------------------------
                0.00    0.87  100000/100000      SampleSAT::islearn(int, char*) [3]
[4]     84.0    0.00    0.87  100000         SampleSAT::solve(SatProblem*, int*) [4]
                0.02    0.53  383232/383232      SampleSAT::walk() [5]
                0.03    0.25  100000/100000      SatProblem::initParams() [8]
                0.01    0.01  100000/100000      SampleSAT::init_model() [27]
                0.00    0.02  100000/100000      SatProblem::initSatCheck(int*) [28]
                0.00    0.00  100000/100000      SatProblem::cpClVector() [87]
-----------------------------------------------
                0.02    0.53  383232/383232      SampleSAT::solve(SatProblem*, int*) [4]
[5]     53.2    0.02    0.53  383232         SampleSAT::walk() [5]
                0.01    0.30   95876/95876       SampleSAT::greedyWalk() [7]
                0.00    0.15  191557/191557      SampleSAT::simAnnealing() [9]
                0.01    0.06   95799/95799       SampleSAT::randomWalk() [18]
                0.00    0.00  574907/1561182     SatProblem::getGrand() [31]
                0.00    0.00  757458/1188318     SatProblem::getNumSat() [82]
-----------------------------------------------
                0.03    0.06  191557/766813      SampleSAT::simAnnealing() [9]
                0.09    0.18  575256/766813      SampleSAT::greedyWalk() [7]
[6]     34.7    0.12    0.24  766813         SatProblem::getNsc2(int*, int) [6]
                0.10    0.00 9201756/12596700     std::_List_iterator<int>::operator++(int) [11]
                0.06    0.00 4600878/9021028     SatProblem::isSatCnj(int*, int) [12]
                0.01    0.02 12269008/19995636     std::list<int, std::allocator<int> >::end() [21]
                0.02    0.00 12269008/16795600     std::_List_iterator<int>::operator!=(std::_List_iterator<int> const&) const [25]
                0.02    0.00 15336260/26194528     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [23]
                0.01    0.01 3067252/4198900     std::list<int, std::allocator<int> >::begin() [32]
                0.01    0.00 9201756/14842056     std::_List_iterator<int>::operator*() const [42]
-----------------------------------------------
                0.01    0.30   95876/95876       SampleSAT::walk() [5]
[7]     29.9    0.01    0.30   95876         SampleSAT::greedyWalk() [7]
                0.09    0.18  575256/766813      SatProblem::getNsc2(int*, int) [6]
                0.01    0.02   95876/374226      SatProblem::afterFlip(int*, int) [15]
                0.00    0.00  575256/1560103     SatProblem::getVar(int) [37]
                0.00    0.00   95876/374226      SatProblem::addNumSat(int) [39]
                0.00    0.00  143504/1188318     SatProblem::getNumSat() [82]
-----------------------------------------------
                0.03    0.25  100000/100000      SampleSAT::solve(SatProblem*, int*) [4]
[8]     26.7    0.03    0.25  100000         SatProblem::initParams() [8]
                0.02    0.12 3200000/3200036     std::list<int, std::allocator<int> >::push_back(int const&) [10]
                0.00    0.10  799992/799992      std::list<int, std::allocator<int> >::clear() [14]
                0.01    0.00 5199992/26194528     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [23]
                0.00    0.00 1200000/1200000     std::list<int, std::allocator<int> >::empty() const [81]
-----------------------------------------------
                0.00    0.15  191557/191557      SampleSAT::walk() [5]
[9]     14.1    0.00    0.15  191557         SampleSAT::simAnnealing() [9]
                0.03    0.06  191557/766813      SatProblem::getNsc2(int*, int) [6]
                0.01    0.04  182551/374226      SatProblem::afterFlip(int*, int) [15]
                0.00    0.00  182551/374226      SatProblem::addNumSat(int) [39]
                0.00    0.00  286275/1561182     SatProblem::getGrand() [31]
                0.00    0.00  191557/1560103     SatProblem::getVar(int) [37]
                0.00    0.00  191557/191557      SampleSAT::getTemp() [86]
                0.00    0.00  191557/1188318     SatProblem::getNumSat() [82]
-----------------------------------------------
                0.00    0.00      36/3200036     SatProblem::parseCnfFile(char*) [43]
                0.02    0.12 3200000/3200036     SatProblem::initParams() [8]
[10]    13.4    0.02    0.12 3200036         std::list<int, std::allocator<int> >::push_back(int const&) [10]
                0.03    0.08 3200036/3200036     std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&) [13]
                0.00    0.01 3200036/19995636     std::list<int, std::allocator<int> >::end() [21]
-----------------------------------------------
                0.01    0.00 1149588/12596700     SatProblem::getNsc1(int*, int) [20]
                0.02    0.00 2245356/12596700     SatProblem::afterFlip(int*, int) [15]
                0.10    0.00 9201756/12596700     SatProblem::getNsc2(int*, int) [6]
[11]    13.0    0.14    0.00 12596700         std::_List_iterator<int>::operator++(int) [11]
-----------------------------------------------
