Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.13     0.00   320036     0.00     0.00  std::list<int, std::allocator<int> >::_M_create_node(int const&)
  0.00      0.13     0.00   320036     0.00     0.00  std::list<int, std::allocator<int> >::_M_insert(std::_List_iterator<int>, int const&)
  0.00      0.13     0.00   320036     0.00     0.00  std::list<int, std::allocator<int> >::push_back(int const&)
  0.00      0.13     0.00   313247     0.00     0.00  std::list<int, std::allocator<int> >::begin()
  0.00      0.13     0.00   217796     0.00     0.00  SatProblem::getClVecSize()
  0.00      0.13     0.00   190117     0.00     0.00  SatProblem::getGrand()
  0.00      0.13     0.00   155397     0.00     0.00  SatProblem::getVar(int)
  0.00      0.13     0.00   120000     0.00     0.00  std::list<int, std::allocator<int> >::empty() const
  0.00      0.13     0.00   116867     0.00     0.00  SatProblem::getClVec(int)
  0.00      0.13     0.00   100600     0.00     0.00  SliceSampling::calckey(int)
  0.00      0.13     0.00    95249     0.00     0.00  SatProblem::getNumSat()
  0.00      0.13     0.00    93474     0.00     0.00  SatProblem::getFixedClausei(int)
  0.00      0.13     0.00    80020     0.00     0.00  std::_List_base<int, std::allocator<int> >::_M_init()
  0.00      0.13     0.00    80020     0.00     0.00  std::_List_base<int, std::allocator<int> >::_M_clear()
  0.00      0.13     0.00    79992     0.00     0.00  std::list<int, std::allocator<int> >::clear()
  0.00      0.13     0.00    67468     0.00     0.00  Timer::time()
  0.00      0.13     0.00    54432     0.00     0.00  SatProblem::getCnjSize(int)
  0.00      0.13     0.00    52216     0.00     0.00  SatProblem::getNsc2(int*, int)
  0.00      0.13     0.00    30760     0.00     0.00  SampleSAT::walk()
  0.00      0.13     0.00    30002     0.00     0.00  SatProblem::addNumSat(int)
  0.00      0.13     0.00    30002     0.00     0.00  SatProblem::afterFlip(int*, int)
  0.00      0.13     0.00    28992     0.00     0.00  SatProblem::getCnf(int)
  0.00      0.13     0.00    28992     0.00     0.00  SatProblem::getCnj(int, int)
  0.00      0.13     0.00    15365     0.00     0.00  SampleSAT::simAnnealing()
  0.00      0.13     0.00    15365     0.00     0.00  SampleSAT::getTemp()
  0.00      0.13     0.00    13531     0.00     0.00  SatProblem::setAtom(int, int)
  0.00      0.13     0.00    13531     0.00     0.00  SatProblem::rewriteWL(int, int)
  0.00      0.13     0.00    13531     0.00     0.00  SatProblem::setClause(int, int)
  0.00      0.13     0.00    13531     0.00     0.00  SliceSampling::unitProc(int, int)
  0.00      0.13     0.00    13531     0.00     0.00  std::allocator<int>::allocator()
  0.00      0.13     0.00    13531     0.00     0.00  std::allocator<int>::~allocator()
  0.00      0.13     0.00    13531     0.00     0.00  void std::_Destroy_aux<true>::__destroy<int*>(int*, int*)
  0.00      0.13     0.00    13531     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::_Vector_impl()
  0.00      0.13     0.00    13531     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_impl::~_Vector_impl()
  0.00      0.13     0.00    13531     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_deallocate(int*, unsigned int)
  0.00      0.13     0.00    13531     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      0.13     0.00    13531     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::_Vector_base()
  0.00      0.13     0.00    13531     0.00     0.00  std::_Vector_base<int, std::allocator<int> >::~_Vector_base()
  0.00      0.13     0.00    13531     0.00     0.00  std::vector<int, std::allocator<int> >::vector()
  0.00      0.13     0.00    13531     0.00     0.00  std::vector<int, std::allocator<int> >::~vector()
  0.00      0.13     0.00    13531     0.00     0.00  void std::_Destroy<int*>(int*, int*)
  0.00      0.13     0.00    13531     0.00     0.00  void std::_Destroy<int*, int>(int*, int*, std::allocator<int>&)
  0.00      0.13     0.00    10000     0.00     0.00  SatProblem::cpClVector()
  0.00      0.13     0.00    10000     0.00     0.00  SatProblem::initSatCheck(int*)
  0.00      0.13     0.00    10000     0.00     0.00  SatProblem::getNumFixedAtom()
  0.00      0.13     0.00    10000     0.00     0.00  SatProblem::getNumFixedClause()
  0.00      0.13     0.00    10000     0.00     0.00  SliceSampling::sampleU()
  0.00      0.13     0.00    10000     0.00     0.00  SampleSAT::init_model()
  0.00      0.13     0.00    10000     0.00     0.00  SampleSAT::solve(SatProblem*, int*)
  0.00      0.13     0.00     7712     0.00     0.00  SatProblem::getNsc1(int*, int)
  0.00      0.13     0.00     7712     0.00     0.00  SampleSAT::randomWalk()
  0.00      0.13     0.00     7683     0.00     0.00  SampleSAT::greedyWalk()
  0.00      0.13     0.00      100     0.00     0.00  SatProblem::updateTheta(double*)
  0.00      0.13     0.00      100     0.00     0.00  SliceSampling::calclik(int, double*, int*, int)
  0.00      0.13     0.00       52     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::~new_allocator()
  0.00      0.13     0.00       48     0.00     0.00  std::_List_const_iterator<int>::_List_const_iterator(std::_List_node_base const*)
  0.00      0.13     0.00       28     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator()
  0.00      0.13     0.00       28     0.00     0.00  std::allocator<std::_List_node<int> >::~allocator()
  0.00      0.13     0.00       28     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_impl::~_List_impl()
  0.00      0.13     0.00       28     0.00     0.00  std::_List_base<int, std::allocator<int> >::~_List_base()
  0.00      0.13     0.00       28     0.00     0.00  std::list<int, std::allocator<int> >::~list()
  0.00      0.13     0.00       24     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<int> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<int> > const&)
  0.00      0.13     0.00       24     0.00     0.00  std::_List_const_iterator<int>::operator!=(std::_List_const_iterator<int> const&) const
  0.00      0.13     0.00       24     0.00     0.00  std::list<int, std::allocator<int> >::end() const
  0.00      0.13     0.00       24     0.00     0.00  std::list<int, std::allocator<int> >::begin() const
  0.00      0.13     0.00       24     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::size() const
  0.00      0.13     0.00       24     0.00     0.00  std::allocator<std::_List_node<int> >::allocator<int>(std::allocator<int> const&)
  0.00      0.13     0.00       24     0.00     0.00  std::allocator<std::_List_node<int> >::allocator(std::allocator<std::_List_node<int> > const&)
  0.00      0.13     0.00       24     0.00     0.00  std::allocator<std::_List_node<int> >::~allocator()
  0.00      0.13     0.00       24     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl(std::allocator<std::_List_node<int> > const&)
  0.00      0.13     0.00       24     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_base(std::allocator<int> const&)
  0.00      0.13     0.00       24     0.00     0.00  void std::list<int, std::allocator<int> >::_M_initialize_dispatch<std::_List_const_iterator<int> >(std::_List_const_iterator<int>, std::_List_const_iterator<int>, std::__false_type)
  0.00      0.13     0.00       24     0.00     0.00  std::list<int, std::allocator<int> >::list(std::list<int, std::allocator<int> > const&)
  0.00      0.13     0.00       24     0.00     0.00  void std::_Construct<std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > const&)
  0.00      0.13     0.00       24     0.00     0.00  void std::_Destroy<std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*)
  0.00      0.13     0.00       20     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator()
  0.00      0.13     0.00       16     0.00     0.00  __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::base() const
  0.00      0.13     0.00       12     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::max_size() const
  0.00      0.13     0.00       10     0.00     0.00  SatProblem::getNumVariables()
  0.00      0.13     0.00        9     0.00     0.00  Timer::printTime(std::ostream&, double const&)
  0.00      0.13     0.00        8     0.00     0.00  __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::__normal_iterator(std::list<int, std::allocator<int> >* const&)
  0.00      0.13     0.00        8     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_get_Tp_allocator() const
  0.00      0.13     0.00        8     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::max_size() const
  0.00      0.13     0.00        8     0.00     0.00  void std::_Destroy_aux<false>::__destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      0.13     0.00        8     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_deallocate(std::list<int, std::allocator<int> >*, unsigned int)
  0.00      0.13     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::__uninitialized_copy<false>::uninitialized_copy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      0.13     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::uninitialized_copy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      0.13     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::__uninitialized_copy_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      0.13     0.00        8     0.00     0.00  std::list<int, std::allocator<int> >* std::__uninitialized_move_a<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      0.13     0.00        8     0.00     0.00  void std::_Destroy<std::list<int, std::allocator<int> >*>(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*)
  0.00      0.13     0.00        8     0.00     0.00  void std::_Destroy<std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, std::list<int, std::allocator<int> >*, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      0.13     0.00        4     0.00     0.00  Timer::Timer()
  0.00      0.13     0.00        4     0.00     0.00  Timer::~Timer()
  0.00      0.13     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::deallocate(std::list<int, std::allocator<int> >*, unsigned int)
  0.00      0.13     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::allocate(unsigned int, void const*)
  0.00      0.13     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::new_allocator()
  0.00      0.13     0.00        4     0.00     0.00  __gnu_cxx::new_allocator<std::list<int, std::allocator<int> > >::~new_allocator()
  0.00      0.13     0.00        4     0.00     0.00  __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >::difference_type __gnu_cxx::operator-<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&, __gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > > const&)
  0.00      0.13     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_check_len(unsigned int, char const*) const
  0.00      0.13     0.00        4     0.00     0.00  std::allocator<std::_List_node<int> >::allocator()
  0.00      0.13     0.00        4     0.00     0.00  std::allocator<std::list<int, std::allocator<int> > >::allocator()
  0.00      0.13     0.00        4     0.00     0.00  std::allocator<std::list<int, std::allocator<int> > >::~allocator()
  0.00      0.13     0.00        4     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_impl::_List_impl()
  0.00      0.13     0.00        4     0.00     0.00  std::_List_base<int, std::allocator<int> >::_List_base()
  0.00      0.13     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_allocate(unsigned int)
  0.00      0.13     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_Vector_impl::_Vector_impl()
  0.00      0.13     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_Vector_impl::~_Vector_impl()
  0.00      0.13     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_Vector_base()
  0.00      0.13     0.00        4     0.00     0.00  std::_Vector_base<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~_Vector_base()
  0.00      0.13     0.00        4     0.00     0.00  void std::__uninitialized_fill_n<false>::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      0.13     0.00        4     0.00     0.00  std::list<int, std::allocator<int> >::list()
  0.00      0.13     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::_M_fill_insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      0.13     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::end()
  0.00      0.13     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::begin()
  0.00      0.13     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::insert(__gnu_cxx::__normal_iterator<std::list<int, std::allocator<int> >*, std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > > >, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      0.13     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::resize(unsigned int, std::list<int, std::allocator<int> >)
  0.00      0.13     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::vector()
  0.00      0.13     0.00        4     0.00     0.00  std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::~vector()
  0.00      0.13     0.00        4     0.00     0.00  void std::uninitialized_fill_n<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&)
  0.00      0.13     0.00        4     0.00     0.00  void std::__uninitialized_fill_n_a<std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> >, std::list<int, std::allocator<int> > >(std::list<int, std::allocator<int> >*, unsigned int, std::list<int, std::allocator<int> > const&, std::allocator<std::list<int, std::allocator<int> > >&)
  0.00      0.13     0.00        4     0.00     0.00  unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&)
  0.00      0.13     0.00        2     0.00     0.00  std::_List_iterator<int>::_List_iterator()
  0.00      0.13     0.00        1     0.00     0.00  global constructors keyed to SatProblem::SatProblem(unsigned long, bool)
  0.00      0.13     0.00        1     0.00     0.00  global constructors keyed to SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*)
  0.00      0.13     0.00        1     0.00     0.00  global constructors keyed to SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*)
  0.00      0.13     0.00        1     0.00     0.00  global constructors keyed to cnffilename
  0.00      0.13     0.00        1     0.00     0.00  printlParameters(learnparams*)
  0.00      0.13     0.00        1     0.00     0.00  printssParameters(samplesatparams*)
  0.00      0.13     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.13     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.13     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.13     0.00        1     0.00     0.00  __static_initialization_and_destruction_0(int, int)
  0.00      0.13     0.00        1     0.00     0.00  SatProblem::parseCnfFile(char*)
  0.00      0.13     0.00        1     0.00     0.00  SatProblem::parseSliFile(char*)
  0.00      0.13     0.00        1     0.00     0.00  SatProblem::getNumClauses()
  0.00      0.13     0.00        1     0.00     0.00  SatProblem::parseProbFile(char*)
  0.00      0.13     0.00        1     0.00     0.00  SatProblem::allocate()
  0.00      0.13     0.00        1     0.00     0.00  SatProblem::SatProblem(unsigned long, bool)
  0.00      0.13     0.00        1     0.00     0.00  SatProblem::~SatProblem()
  0.00      0.13     0.00        1     0.00     0.00  SliceSampling::printUnitTime()
  0.00      0.13     0.00        1     0.00     0.00  SliceSampling::init()
  0.00      0.13     0.00        1     0.00   130.00  SliceSampling::learn(int*, char*, int)
  0.00      0.13     0.00        1     0.00     0.00  SliceSampling::readdata(char*)
  0.00      0.13     0.00        1     0.00     0.00  SliceSampling::calcFixed(learnparams*)
  0.00      0.13     0.00        1     0.00     0.00  SliceSampling::lallocate(int)
  0.00      0.13     0.00        1     0.00     0.00  SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*)
  0.00      0.13     0.00        1     0.00     0.00  SliceSampling::~SliceSampling()
  0.00      0.13     0.00        1     0.00     0.00  Random::sgenrand(unsigned long)
  0.00      0.13     0.00        1     0.00     0.00  Random::Random()
  0.00      0.13     0.00        1     0.00     0.00  SampleSAT::setWalkMax(int)
  0.00      0.13     0.00        1     0.00     0.00  SampleSAT::setNumSample(int)
  0.00      0.13     0.00        1     0.00     0.00  SampleSAT::setTemperature(double)
  0.00      0.13     0.00        1     0.00     0.00  SampleSAT::setWalkSatProb(double)
  0.00      0.13     0.00        1     0.00     0.00  SampleSAT::setRandomWalkProb(double)
  0.00      0.13     0.00        1     0.00     0.00  SampleSAT::calcAve(learnparams*)
  0.00      0.13     0.00        1     0.00     0.00  SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*)
  0.00      0.13     0.00        1     0.00     0.00  SampleSAT::~SampleSAT()

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.
 
 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this 
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 7.69% of 0.13 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]    100.0    0.00    0.13                 main [1]
                0.00    0.13       1/1           SliceSampling::learn(int*, char*, int) [2]
                0.00    0.00       1/1           SatProblem::parseCnfFile(char*) [27]
                0.00    0.00       8/10          SatProblem::getNumVariables() [112]
                0.00    0.00       4/67468       Timer::time() [60]
                0.00    0.00       2/9           Timer::printTime(std::ostream&, double const&) [113]
                0.00    0.00       1/4           Timer::Timer() [125]
                0.00    0.00       1/1           SatProblem::SatProblem(unsigned long, bool) [170]
                0.00    0.00       1/1           SatProblem::parseProbFile(char*) [168]
                0.00    0.00       1/1           SatProblem::parseSliFile(char*) [166]
                0.00    0.00       1/1           SampleSAT::SampleSAT(SatProblem*, samplesatparams*, bool, learnparams*) [187]
                0.00    0.00       1/1           printssParameters(samplesatparams*) [161]
                0.00    0.00       1/1           printlParameters(learnparams*) [160]
                0.00    0.00       1/1           SliceSampling::SliceSampling(SampleSAT*, SatProblem*, learnparams*) [177]
                0.00    0.00       1/1           SliceSampling::printUnitTime() [172]
                0.00    0.00       1/1           SliceSampling::calcFixed(learnparams*) [175]
                0.00    0.00       1/1           SampleSAT::calcAve(learnparams*) [186]
                0.00    0.00       1/1           SliceSampling::~SliceSampling() [178]
                0.00    0.00       1/1           SampleSAT::~SampleSAT() [188]
                0.00    0.00       1/1           SatProblem::~SatProblem() [171]
                0.00    0.00       1/4           Timer::~Timer() [126]
-----------------------------------------------
                0.00    0.13       1/1           main [1]
[2]    100.0    0.00    0.13       1         SliceSampling::learn(int*, char*, int) [2]
                0.03    0.10       1/1           SliceSampling::cdlearn(int) [3]
                0.00    0.00      54/1443654     SatProblem::getTheta(int) [11]
                0.00    0.00       2/67468       Timer::time() [60]
                0.00    0.00       1/1           SliceSampling::lallocate(int) [176]
                0.00    0.00       1/1           SliceSampling::readdata(char*) [174]
                0.00    0.00       1/9           Timer::printTime(std::ostream&, double const&) [113]
-----------------------------------------------
                0.03    0.10       1/1           SliceSampling::learn(int*, char*, int) [2]
[3]    100.0    0.03    0.10       1         SliceSampling::cdlearn(int) [3]
                0.01    0.05   10000/10000       SliceSampling::sampleX() [4]
                0.02    0.00  100000/100000      SliceSampling::modelcheck(int) [8]
                0.00    0.01   10000/10000       SliceSampling::sampleU() [18]
                0.01    0.00 1323600/1443654     SatProblem::getTheta(int) [11]
                0.00    0.00   10000/190117      SatProblem::getGrand() [5]
                0.00    0.00     600/100600      SliceSampling::calckey(int) [54]
                0.00    0.00     400/67468       Timer::time() [60]
                0.00    0.00     100/100         SatProblem::updateTheta(double*) [86]
                0.00    0.00     100/100         SliceSampling::calclik(int, double*, int*, int) [87]
                0.00    0.00       2/9           Timer::printTime(std::ostream&, double const&) [113]
-----------------------------------------------
                0.01    0.05   10000/10000       SliceSampling::cdlearn(int) [3]
[4]     45.7    0.01    0.05   10000         SliceSampling::sampleX() [4]
                0.00    0.03   10000/10000       SampleSAT::solve(SatProblem*, int*) [7]
                0.01    0.01   10000/10000       SatProblem::initParams() [9]
                0.00    0.00   60000/1443654     SatProblem::getTheta(int) [11]
                0.00    0.00   40000/67468       Timer::time() [60]
                0.00    0.00   13531/13531       SliceSampling::unitProc(int, int) [69]
                0.00    0.00   10000/10000       SatProblem::getNumFixedAtom() [84]
                0.00    0.00   10000/10000       SatProblem::getNumFixedClause() [85]
-----------------------------------------------
                0.00    0.00   10000/190117      SliceSampling::cdlearn(int) [3]
                0.00    0.00   27493/190117      SampleSAT::simAnnealing() [20]
                0.00    0.01   46155/190117      SampleSAT::walk() [10]
                0.00    0.01   46469/190117      SampleSAT::init_model() [19]
                0.00    0.01   60000/190117      SliceSampling::sampleU() [18]
[5]     23.1    0.00    0.03  190117         SatProblem::getGrand() [5]
                0.03    0.00  190117/190117      Random::genrand() [6]
-----------------------------------------------
                0.03    0.00  190117/190117      SatProblem::getGrand() [5]
[6]     23.1    0.03    0.00  190117         Random::genrand() [6]
-----------------------------------------------
                0.00    0.03   10000/10000       SliceSampling::sampleX() [4]
[7]     22.3    0.00    0.03   10000         SampleSAT::solve(SatProblem*, int*) [7]
                0.00    0.02   30760/30760       SampleSAT::walk() [10]
                0.00    0.01   10000/10000       SampleSAT::init_model() [19]
                0.00    0.00   10000/10000       SatProblem::initSatCheck(int*) [24]
                0.00    0.00   10000/10000       SatProblem::cpClVector() [83]
-----------------------------------------------
                0.02    0.00  100000/100000      SliceSampling::cdlearn(int) [3]
[8]     15.4    0.02    0.00  100000         SliceSampling::modelcheck(int) [8]
-----------------------------------------------
                0.01    0.01   10000/10000       SliceSampling::sampleX() [4]
[9]     15.4    0.01    0.01   10000         SatProblem::initParams() [9]
                0.00    0.01  320000/320036      std::list<int, std::allocator<int> >::push_back(int const&) [17]
                0.00    0.00  519992/2097771     std::vector<std::list<int, std::allocator<int> >, std::allocator<std::list<int, std::allocator<int> > > >::operator[](unsigned int) [31]
                0.00    0.00  120000/120000      std::list<int, std::allocator<int> >::empty() const [52]
                0.00    0.00   79992/79992       std::list<int, std::allocator<int> >::clear() [59]
